"","hh_ID","freq_mean","pct_meat_mean","pct_fish_mean","pct_protein_mean","meat_calories_mean","fish_calories_mean","protein_calories_mean","calories_total_grams_mean","avg_calories_pp_mean","freq_sd","pct_meat_sd","pct_fish_sd","pct_protein_sd","meat_calories_sd","fish_calories_sd","protein_calories_sd","calories_total_grams_sd","avg_calories_pp_sd","freq_var","pct_meat_var","pct_fish_var","pct_protein_var","meat_calories_var","fish_calories_var","protein_calories_var","calories_total_grams_var","avg_calories_pp_var","numChildren","hh_members","sex","age","maritalStatus","literacy","education","attendingCollege","occupationType","canCarry20L","canWalk5Km","canStandOwn","pctCanCarry20L","pctCanWalk5Km","pctCanStandOwn","totalCultivablePlot","totalOwnPlot"
"1",101012,2.76470588235294,0.117647058823529,0.117647058823529,0.235294117647059,705.882352941176,147.352941176471,853.235294117647,4114.82352941176,2057.41176470588,0.903424856082804,0.17935751349486,0.193332488165834,0.200336726342348,1992.63349246521,606.264478298918,2029.06762853693,5078.17578264201,2539.087891321,0.816176470588236,0.0321691176470588,0.0373774509803921,0.0401348039215686,3970588.23529412,367556.617647059,4117115.44117647,25787869.2794118,6446967.31985294,0,2,"0",32,"2","4","2","0","trader","0","1","1",0,1,1,1,1
"2",102015,3,0.0769230769230769,0.153846153846154,0.230769230769231,115.384615384615,792.307692307692,907.692307692308,5540.38461538462,1846.79487179487,0.912870929175277,0.146176336551172,0.191986911947076,0.180514459491394,416.025147168922,2767.80946431817,2763.28956694177,6769.53606901858,2256.51202300619,0.833333333333333,0.0213675213675214,0.0368589743589744,0.0325854700854701,173076.923076923,7660769.23076923,7635769.23076923,45826618.5897436,5091846.50997151,1,3,"0",45,"2","4","2","0","farming","0","1","1",0,0.333333333333333,1,1,1
"3",102022,1.2,0,0.1,0.1,0,500,500,10610,3536.66666666667,0.421637021355784,0,0.316227766016838,0.316227766016838,0,1581.13883008419,1581.13883008419,7967.72308197964,2655.90769399321,0.177777777777778,0,0.1,0.1,0,2500000,2500000,63484611.1111111,7053845.67901235,0,3,"0",50,"2","4","2","0","trader","1","1","1",1,1,1,0,1
"4",102023,4.86666666666667,0.0888888888888889,0.144444444444444,0.233333333333333,411.111111111111,555.555555555556,966.666666666667,5536.72222222222,1845.57407407407,1.69732108818706,0.145038631902228,0.126412123503994,0.105112744891268,1682.40694648561,1709.10391864979,2299.91450744871,6089.55811763382,2029.85270587794,2.8808988764045,0.0210362047440699,0.015980024968789,0.0110486891385768,2830493.13358302,2921036.20474408,5289606.74157302,37082718.06804,4120302.00755999,0,3,"0",21,"1","4","4","1","prod","1","1","1",1,1,1,0,1
"5",102025,1.40816326530612,0.163265306122449,0.0408163265306122,0.204081632653061,938.775510204082,326.530612244898,1265.30612244898,4755.40816326531,1585.13605442177,0.496586990824148,0.27740905232693,0.199914947901746,0.321428571428571,2918.39113257992,1599.31958321397,3232.48814256708,2623.68475715585,874.561585718618,0.246598639455782,0.0769557823129251,0.0399659863945578,0.103316326530612,8517006.80272109,2557823.1292517,10448979.5918367,6883721.70493197,764857.967214663,0,3,"0",24,"2","4","3","0","livestock","1","1","1",0.666666666666667,0.666666666666667,1,0,1
"6",103032,4.70642201834862,0.119266055045872,0.146788990825688,0.26605504587156,536.697247706422,594.954128440367,1131.65137614679,7573.66972477064,1514.73394495413,2.98856695589727,0.139428107201567,0.202855387499233,0.253869938739331,1948.05983967994,1764.04345281851,2502.44936077875,7579.01270817308,1515.80254163462,8.93153244988108,0.0194401970778117,0.0411503082374642,0.0644499457955116,3794937.13897384,3111849.30343186,6262252.80326199,57441433.630649,2297657.34522596,1,5,"0",28,"1","3","5","0","farming","1","1","1",0.4,0.8,1,1,1
"7",103035,3.04166666666667,0.104166666666667,0.145833333333333,0.25,169.833333333333,490.625,660.458333333333,2895.44791666667,482.574652777778,1.00437638852402,0.168845408376493,0.193988605199812,0.206048878547973,605.209431635323,1454.36389604021,1520.87134247144,2568.48373813194,428.080623021991,1.00877192982456,0.0285087719298246,0.0376315789473685,0.0424561403508772,366278.456140351,2115174.34210526,2313049.64035088,6597108.71304825,183253.019806896,2,6,"0",18,"1","4","3","1","nonearning","1","1","1",0.666666666666667,1,0.833333333333333,1,0
"8",104037,2.6,0.4,0,0.4,4685,0,4685,10085,5042.5,0.547722557505166,0.0912870929175277,0,0.0912870929175277,8419.98366981789,0,8419.98366981789,6200.69552550357,3100.34776275179,0.3,0.00833333333333334,0,0.00833333333333334,70896125,0,70896125,38448625,9612156.25,0,2,"0",28,"2","4","3","0","trader","1","1","1",1,1,1,1,1
"9",104041,2.09090909090909,0,0,0,0,0,0,13997.7272727273,4665.90909090909,1.51357493732854,0,0,0,0,0,0,7563.1628184366,2521.0542728122,2.29090909090909,0,0,0,0,0,0,57201431.8181818,6355714.64646465,1,3,"0",28,"2","4","2","0","trader","1","1","1",0.666666666666667,0.666666666666667,1,1,1
"10",105054,6.25,0.125,0.125,0.25,250,625,875,6443.75,3221.875,2.12132034355964,0.0505076272276105,0.0505076272276105,0.101015254455221,707.106781186548,1767.76695296637,1807.72153354911,8183.39728177904,4091.69864088952,4.5,0.00255102040816327,0.00255102040816327,0.0102040816326531,5e+05,3125000,3267857.14285714,66967991.0714286,16741997.7678571,0,2,"0",45,"2","4","2","0","self","1","1","1",0.5,1,1,0,0
"11",106058,7.15,0.05,0.2,0.25,137.5,1320.625,1458.125,3100.375,620.075,4.4001748217018,0.105409255338946,0.178384893650524,0.180764684430919,669.744497780827,3914.56389611855,3924.2686216343,3594.85073109387,718.970146218774,19.3615384615385,0.0111111111111111,0.0318211702827087,0.0326758711374096,448557.692307692,15323810.4967949,15399884.2147436,12922951.7788462,516918.071153845,2,5,"0",21,"1","4","3","1","nonearning","1","1","1",0.2,0.8,1,0,1
"12",106063,5.96491228070175,0.0789473684210526,0.087719298245614,0.166666666666667,424.780701754386,478.070175438596,902.850877192982,6026.5350877193,1506.63377192982,3.2666993018214,0.123275770501818,0.118185491416717,0.153779011140836,2193.63645134882,2217.57895458326,3052.85982052244,5497.04796590551,1374.26199147638,10.6713243285204,0.0151969155928169,0.0139678103814108,0.0236479842674532,4812040.88068623,4917656.41981059,9319953.08376031,30217536.3394659,1888596.02121662,2,4,"0",33,"2","3","3","0","trader","1","1","1",0.5,0.5,1,1,1
"13",106064,6.17241379310345,0.120689655172414,0.0948275862068965,0.21551724137931,381.896551724138,482.724137931034,864.620689655172,3337.29310355104,667.458620710208,3.52944351339455,0.133308343485239,0.211075161111347,0.212208585495783,1533.54372999732,1810.70006920795,2293.13838356452,3695.92411927328,739.184823854657,12.4569715142429,0.0177711144427786,0.0445527236381809,0.0450324837581209,2351756.37181409,3278634.74062968,5258483.64617691,13659855.095426,546394.20381704,3,5,"0",46,"2","4","3","0","farming","1","1","1",0.4,0.4,0.8,0,1
"14",106066,3.25,0.125,0,0.125,375,0,375,2487.5,829.166666666667,1.03509833901353,0.353553390593274,0,0.353553390593274,1060.66017177982,0,1060.66017177982,1682.84410618283,560.948035394276,1.07142857142857,0.125,0,0.125,1125000,0,1125000,2831964.28571429,314662.698412698,0,3,"0",25,"1","4","3","0","farming","1","1","1",0.333333333333333,1,1,1,1
"15",107070,4.33333333333333,0,0,0,0,0,0,3817.16666666667,1908.58333333333,1.63299316185545,0,0,0,0,0,0,4538.40149905963,2269.20074952981,2.66666666666667,0,0,0,0,0,0,20597088.1666667,5149272.04166667,0,2,"1",28,"2","4","2","0","nonearning","0","1","1",0.5,1,1,1,1
"16",107070,4.33333333333333,0,0,0,0,0,0,3817.16666666667,1908.58333333333,1.63299316185545,0,0,0,0,0,0,4538.40149905963,2269.20074952981,2.66666666666667,0,0,0,0,0,0,20597088.1666667,5149272.04166667,0,2,"0",38,"2","4","2","0","trader","1","1","1",0.5,1,1,1,1
"17",107073,4,0,0.25,0.25,0,3674.99983310699,3674.99983310699,6049.99983310699,2016.66661103567,0,0,0,0,0,7349.99966621399,7349.99966621399,5771.48127869569,1923.82709289856,0,0,0,0,0,54022495.0933458,54022495.0933458,33309996.1503348,3701110.68337053,1,3,"0",38,"2","4","3","0","farming","1","1","1",0.666666666666667,0.666666666666667,1,0,0
"18",107081,2.6,0.2,0.4,0.6,1800,1175,2975,3775,1887.5,1.26491106406735,0.349602949390051,0.428174419288838,0.35746017649212,5433.69119475886,1764.03105288868,5285.527935368,4916.59604469054,2458.29802234527,1.6,0.122222222222222,0.183333333333333,0.127777777777778,29525000,3111805.55555556,27936805.5555556,24172916.6666667,6043229.16666667,0,2,"0",38,"2","4","2","0","trader","1","1","1",1,1,1,1,1
"19",107082,5.8099173553719,0.0247933884297521,0.0165289256198347,0.0413223140495868,126.03305785124,63.6363636363636,189.669421487603,5823.44297520661,1455.86074380165,5.92215339436985,0.0635835175336707,0.0542299933186603,0.0784685261509659,1109.20578143315,514.78150704935,1216.20854426389,5761.06379645325,1440.26594911331,35.0719008264463,0.0040428637019546,0.00294089217534194,0.00615730959630483,1230337.46556473,265000,1479163.2231405,33189856.0668044,2074366.00417527,1,4,"0",50,"2","4","2","0","farming","1","1","1",1,1,1,1,1
"20",108089,3.44827586206897,0.172413793103448,0.0862068965517241,0.258620689655172,1008.62068965517,508.01724137931,1516.63793103448,6863.60689655172,1143.93448275862,1.28653504180535,0.241554253430306,0.128119474388888,0.296293565558432,3066.85932743927,2739.96573477985,3983.75025946206,6180.3227505531,1030.05379175885,1.6551724137931,0.0583484573502723,0.016414599717685,0.0877898769913288,9405626.13430125,7507412.22776771,15870266.129764,38196389.3010043,1061010.81391678,1,6,"0",28,"2","4","2","0","farming","1","1","1",0.666666666666667,0.666666666666667,0.833333333333333,2,2
"21",109098,4.74358974358974,0.179487179487179,0.102564102564103,0.282051282051282,539.615384615385,329.48717948718,869.102564102564,4185.44102564103,1395.14700854701,1.63275033157403,0.127667341911324,0.129263877230155,0.132575567534931,2019.42192932237,1082.6488819737,2211.96018861649,3978.47482826434,1326.15827608811,2.66587364525509,0.0162989501907028,0.0167091499565727,0.0175762811072089,4078064.92862809,1172128.60163891,4892767.87602431,15828261.959133,1758695.773237,1,3,"0",26,"2","4","2","0","farming","1","1","1",0.666666666666667,0.666666666666667,1,1,1
"22",109101,3.91228070175439,0.219298245614035,0.0526315789473684,0.271929824561404,2415.5701754386,561.40350877193,2976.97368421053,7967.00877192982,1991.75219298246,2.2244076610714,0.248016506604938,0.133620247116119,0.271619888379682,5639.68769763808,2586.67479755499,5980.02865808466,5988.69728989626,1497.17432247407,4.94798944263313,0.0615121875485174,0.0178543704393728,0.0737773637633908,31806077.3268903,6690886.50830616,35760742.7515138,35864495.2300108,2241530.95187568,0,4,"0",25,"1","4","3","1","nonearning","1","1","1",1,1,1,1,1
"23",109104,3.58823529411765,0.0588235294117647,0.117647058823529,0.176470588235294,235.294117647059,344.117647058824,579.411764705882,5749.94117647059,1916.64705882353,2.15229016193832,0.242535625036333,0.241269111810288,0.319888154473636,970.142500145332,1217.3077816617,1500.31859361702,6807.11941160309,2269.03980386769,4.63235294117647,0.0588235294117647,0.0582107843137255,0.102328431372549,941176.470588235,1481838.23529412,2250955.88235294,46336874.6838235,5148541.63153595,0,3,"0",50,"2","2","2","0","wage","0","1","1",0.333333333333333,1,1,1,1
"24",109105,1.55737704918033,0.360655737704918,0.360655737704918,0.721311475409836,2050.81967213115,1216.39344262295,3267.2131147541,3545.08196721311,886.270491803279,0.866498512480632,0.435868999888444,0.416311323887647,0.355800234572261,4448.8597959035,2380.62879143787,4515.23933701103,4347.59948053744,1086.89987013436,0.750819672131148,0.189981785063752,0.173315118397086,0.126593806921676,19792353.4836066,5667393.44262295,20387386.2704918,18901621.2431694,1181351.32769809,1,4,"0",21,"1","1","3","1","farming","1","1","1",0.25,0.5,1,1,1
"25",110106,17.6466666666667,0.0766666666666667,0.05,0.126666666666667,215.50000055631,323.666669209798,539.166669766108,3818.71000302792,763.742000605583,15.6880700116743,0.066431912115793,0.0631429341581054,0.0916693112489752,1045.95961888462,1577.30770663457,1855.25314570623,3205.43489569351,641.086979138702,246.115540691193,0.00441319894736045,0.00398703013409484,0.0084032626248615,1094031.52433726,2487899.60140879,3441964.23465287,10274812.8705296,410992.514821186,0,5,"0",26,"1","4","4","1","nonearning","1","1","1",0.4,0.6,1,1,1
"26",110107,8.05263157894737,0.0789473684210526,0.289473684210526,0.368421052631579,748.026315789474,2252.63157894737,3000.65789473684,4893.68421052632,1223.42105263158,6.90063596137401,0.218295478821639,0.236288272957866,0.237788531032836,3275.90704160462,5203.68499067911,5860.78206789575,5260.63474797822,1315.15868699455,47.6187766714082,0.0476529160739688,0.0558321479374111,0.0565433854907539,10731566.9452347,27078337.4822191,34348766.4473684,27674277.9516358,1729642.37197724,1,4,"0",82,"2","4","2","0","farming","0","0","1",0,0,0.75,1,1
"27",110108,3.18181818181818,0.181818181818182,0.181818181818182,0.363636363636364,1181.81818181818,2265.90909090909,3447.72727272727,5730,1146,1.00647255948039,0.201902924111541,0.220683707376187,0.209789284787246,3002.16372188244,5833.83269353038,6118.47762096654,5377.38452090924,1075.47690418185,1.01298701298701,0.0407647907647908,0.0487012987012987,0.044011544011544,9012987.01298701,34033603.8961039,37435768.3982684,28916264.2857143,1156650.57142857,1,5,"0",21,"2","4","4","1","nonearning","1","1","1",0.8,0.8,0.8,1,1
"28",110109,8.54285714285714,0,0.0285714285714286,0.0285714285714286,0,85.7142857142857,85.7142857142857,2292.74285714286,458.548571428571,3.09023944572792,0,0.0946762136662302,0.0946762136662302,0,507.09255283711,507.09255283711,2832.41547657344,566.483095314689,9.54957983193277,0,0.00896358543417367,0.00896358543417367,0,257142.857142857,257142.857142857,8022577.43193277,320903.097277311,1,5,"1",20,"2","4","3","1","nonearning","0","1","0",0.2,0.4,0.4,1,0
"29",110110,2.09090909090909,0.212121212121212,0.151515151515152,0.363636363636364,276.515151515152,650.909090909091,927.424242424242,1821.87878787879,607.292929292929,0.906850385883814,0.264001836540903,0.257747097817932,0.318797273563783,551.447026326032,1941.66283001312,1925.78240691618,1863.62150758761,621.207169195871,0.822377622377622,0.0696969696969697,0.0664335664335664,0.101631701631702,304093.822843823,3770054.54545455,3708637.87878788,3473085.12354312,385898.347060348,0,3,"0",25,"1","4","3","1","nonearning","1","1","1",0.666666666666667,0.666666666666667,1,2,2
"30",110111,3.41304347826087,0.206521739130435,0.0652173913043478,0.271739130434783,524.45652173913,86.9565217391304,611.413043478261,2415.83043478365,603.957608695911,2.53828779321136,0.262966040994567,0.139676325951162,0.247844666713414,1144.78018824906,363.957910652085,1162.22842180158,3573.43620499183,893.359051247957,6.44290492116579,0.0691511387163561,0.0195094760312152,0.0614269788182831,1310521.67940755,132465.360726231,1350774.90444338,12769446.3111464,798090.39444665,0,4,"0",45,"2","4","3","0","trader","1","1","1",1,1,0.75,0,1
"31",110111,3.41304347826087,0.206521739130435,0.0652173913043478,0.271739130434783,524.45652173913,86.9565217391304,611.413043478261,2415.83043478365,603.957608695911,2.53828779321136,0.262966040994567,0.139676325951162,0.247844666713414,1144.78018824906,363.957910652085,1162.22842180158,3573.43620499183,893.359051247957,6.44290492116579,0.0691511387163561,0.0195094760312152,0.0614269788182831,1310521.67940755,132465.360726231,1350774.90444338,12769446.3111464,798090.39444665,0,4,"0",45,"2","4","6","0","trader","1","1","1",1,1,0.75,0,1
"32",110111,3.41304347826087,0.206521739130435,0.0652173913043478,0.271739130434783,524.45652173913,86.9565217391304,611.413043478261,2415.83043478365,603.957608695911,2.53828779321136,0.262966040994567,0.139676325951162,0.247844666713414,1144.78018824906,363.957910652085,1162.22842180158,3573.43620499183,893.359051247957,6.44290492116579,0.0691511387163561,0.0195094760312152,0.0614269788182831,1310521.67940755,132465.360726231,1350774.90444338,12769446.3111464,798090.39444665,0,4,"0",45,"2","4","6","0","trader","1","1","0",1,1,0.75,0,1
"33",110111,3.41304347826087,0.206521739130435,0.0652173913043478,0.271739130434783,524.45652173913,86.9565217391304,611.413043478261,2415.83043478365,603.957608695911,2.53828779321136,0.262966040994567,0.139676325951162,0.247844666713414,1144.78018824906,363.957910652085,1162.22842180158,3573.43620499183,893.359051247957,6.44290492116579,0.0691511387163561,0.0195094760312152,0.0614269788182831,1310521.67940755,132465.360726231,1350774.90444338,12769446.3111464,798090.39444665,0,4,"0",45,"2","4","3","0","trader","1","1","1",1,1,0.75,0,1
"34",110112,2.42857142857143,0.214285714285714,0.142857142857143,0.357142857142857,678.571428571429,464.285714285714,1142.85714285714,3792.85714285714,948.214285714286,0.85163062725264,0.280632462047032,0.28387687575088,0.380379606036713,1408.86128128007,1365.28787770601,1780.54195972172,4851.62966842693,1212.90741710673,0.725274725274725,0.0787545787545788,0.0805860805860806,0.144688644688645,1984890.10989011,1864010.98901099,3170329.67032967,23538310.4395604,1471144.40247253,0,4,"0",19,"1","4","4","1","self","1","1","1",0.75,1,0.5,1,1
"35",110114,2.83333333333333,0.166666666666667,0.0833333333333333,0.25,416.666666666667,666.666666666667,1083.33333333333,4020.83333333333,2010.41666666667,1.94624736040381,0.205971460217775,0.102985730108887,0.308957190326662,996.204919895622,2309.4010767585,2391.58879611378,4096.08784159478,2048.04392079739,3.78787878787879,0.0424242424242424,0.0106060606060606,0.0954545454545454,992424.242424243,5333333.33333333,5719696.96969697,16777935.6060606,4194483.90151515,0,2,"0",28,"2","4","3","0","prod","1","1","1",1,1,1,1,1
"36",111116,3.03921568627451,0.235294117647059,0.0588235294117647,0.294117647058824,1732.35294117647,686.274509803922,2418.62745098039,8677.92156862745,4338.96078431373,1.19934622713753,0.312296992884507,0.130909338482634,0.307296880148529,4433.63928989957,2915.4086922998,5072.61974510522,6654.20079000668,3327.10039500334,1.43843137254902,0.0975294117647059,0.0171372549019608,0.0944313725490197,19657157.3529412,8499607.84313724,25731471.0784314,44278388.1537255,11069597.0384314,0,2,"1",23,"2","2","2","0","wage","0","0","0",0,0,0,0,0
"37",112122,9,0,0.111111111111111,0.111111111111111,0,333.333333333333,333.333333333333,3805.55555555556,634.259259259259,0,0,0,0,0,1000,1000,3116.93403487751,519.489005812918,0,0,0,0,0,1e+06,1e+06,9715277.77777778,269868.827160494,0,6,"0",29,"1","4","3","0","trader","1","1","1",0.666666666666667,0.666666666666667,1,2,2
"38",112130,1,0,0,0,0,0,0,19425,9712.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"0",36,"2","4","2","0","trader","1","1","1",1,1,1,1,1
"39",112131,6.4375,0.125,0.15625,0.28125,1164.0625,843.75,2007.8125,5113.90625,2556.953125,2.61432159830325,0.150268576759382,0.129359464159921,0.224955192671068,3547.83519580785,2949.67876873223,4388.62366136914,4752.56819101865,2376.28409550932,6.83467741935484,0.0225806451612903,0.0167338709677419,0.0506048387096774,12587134.5766129,8700604.83870968,19260017.641129,22586904.4102823,5646726.10257056,0,2,"0",40,"2","4","3","0","salaried","1","1","1",1,1,1,1,1
"40",112132,6.6,0.111111111111111,0.0222222222222222,0.133333333333333,743.222222222222,400,1143.22222222222,4416.23555555556,441.623555555556,4.53471458458373,0.258687440590362,0.0523612713911985,0.254185738408727,3372.59640261765,2683.28157299975,4238.66908190042,6371.85452714284,637.185452714284,20.5636363636364,0.0669191919191919,0.00274170274170274,0.0646103896103896,11374406.4949495,7200000,17966315.5858586,40600530.1150707,406005.301150707,2,10,"1",26,"2","4","4","0","self","1","1","0",0.7,0.8,0.8,2,2
"41",112133,3,0.666666666666667,0,0.666666666666667,2000,0,2000,8475,2825,0,0,0,0,1732.05080756888,0,1732.05080756888,9482.9781714396,3160.9927238132,0,0,0,0,3e+06,0,3e+06,89926875,9991875,0,3,"0",25,"1","4","2","0","wage","1","1","1",0.333333333333333,0.333333333333333,1,1,1
"42",113135,3.14457831325301,0.144578313253012,0.253012048192771,0.397590361445783,605.421686746988,932.530120481928,1537.95180722892,4353.55421686747,870.710843373494,2.32763111087312,0.271464816449609,0.311654216723567,0.337204477965768,2044.147088644,1836.02888240042,2531.130451696,3153.83269833672,630.766539667343,5.41786658830443,0.0736931465700198,0.0971283508015804,0.113706859960166,4178537.32001176,3371002.05700852,6406621.36350279,9946660.68909786,397866.427563914,1,5,"0",27,"2","4","6","0","self","1","1","1",0.6,0.8,1,2,2
"43",113139,3.3,0.05,0.1,0.15,100,1942.5,2042.5,9834,1966.8,0.978720969859186,0.153896752812773,0.205195670417031,0.235081172990814,447.213595499958,5978.88884677624,5961.38947508752,6626.93479195639,1325.38695839128,0.957894736842106,0.0236842105263158,0.0421052631578947,0.0552631578947368,2e+05,35747111.8421053,35538164.4736842,43916264.7368421,1756650.58947368,1,5,"0",31,"2","4","3","0","farming","1","1","1",0.8,0.8,1,1,1
